year,category,winner,entity
1969,MUSIC (Score of a Musical Picture--original or adaptation),False,Paint Your Wagon
1969,MUSIC (Score of a Musical Picture--original or adaptation),False,Sweet Charity
1969,MUSIC (Score of a Musical Picture--original or adaptation),False,"They Shoot Horses, Don't They?"
1969,MUSIC (Song--Original for the Picture),False,The Sterile Cuckoo
1969,MUSIC (Song--Original for the Picture),False,The Prime of Miss Jean Brodie
1969,MUSIC (Song--Original for the Picture),True,Butch Cassidy and the Sundance Kid
1969,MUSIC (Song--Original for the Picture),False,True Grit
1969,MUSIC (Song--Original for the Picture),False,The Happy Ending
1969,BEST PICTURE,False,Anne of the Thousand Days
1969,BEST PICTURE,False,Butch Cassidy and the Sundance Kid
1969,BEST PICTURE,False,"Hello, Dolly!"
1969,BEST PICTURE,True,Midnight Cowboy
1969,BEST PICTURE,False,Z
1969,SHORT SUBJECT (Cartoon),True,It's Tough to Be a Bird
1969,SHORT SUBJECT (Cartoon),False,Of Men and Demons
1969,SHORT SUBJECT (Cartoon),False,Walking
1969,SHORT SUBJECT (Live Action),False,Blake
1969,SHORT SUBJECT (Live Action),True,The Magic Machines
1969,SHORT SUBJECT (Live Action),False,People Soup
1969,SOUND,False,Anne of the Thousand Days
1969,SOUND,False,Butch Cassidy and the Sundance Kid
1969,SOUND,False,"Gaily, Gaily"
1969,SOUND,True,"Hello, Dolly!"
1969,SOUND,False,Marooned
1969,SPECIAL VISUAL EFFECTS,False,"Krakatoa, East of Java"
1969,SPECIAL VISUAL EFFECTS,True,Marooned
1969,WRITING (Screenplay--based on material from another medium),False,Anne of the Thousand Days
1969,WRITING (Screenplay--based on material from another medium),False,"Goodbye, Columbus"
1969,WRITING (Screenplay--based on material from another medium),True,Midnight Cowboy
1969,WRITING (Screenplay--based on material from another medium),False,"They Shoot Horses, Don't They?"
1969,WRITING (Screenplay--based on material from another medium),False,Z
1969,WRITING (Story and Screenplay--based on material not previously published or produced),False,Bob & Carol & Ted & Alice
1969,WRITING (Story and Screenplay--based on material not previously published or produced),True,Butch Cassidy and the Sundance Kid
1969,WRITING (Story and Screenplay--based on material not previously published or produced),False,The Damned
1969,WRITING (Story and Screenplay--based on material not previously published or produced),False,Easy Rider
1969,WRITING (Story and Screenplay--based on material not previously published or produced),False,The Wild Bunch
1969,JEAN HERSHOLT HUMANITARIAN AWARD,True,George Jessel
1969,HONORARY AWARD,True,To Cary Grant for his unique mastery of the art of screen acting with the respect and affection of his colleagues.
1969,SCIENTIFIC OR TECHNICAL AWARD (Class II),True,To HAZELTINE CORPORATION for the design and development of the Hazeltine Color Film Analyzer.
1969,SCIENTIFIC OR TECHNICAL AWARD (Class II),True,To FOUAD SAID for the design and introduction of the Cinemobile series of equipment trucks for location motion picture production.
1969,SCIENTIFIC OR TECHNICAL AWARD (Class II),True,To JUAN DE LA CIERVA and DYNASCIENCES CORPORATION for the design and development of the Dynalens optical image motion compensator.
1969,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,"To OTTO POPELKA of Magna-Tech Electronics Company, Inc., for the development of an Electronically Controlled Looping System."
1969,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,To FENTON HAMILTON of Metro-Goldwyn-Mayer Studios for the concept and engineering of a mobile battery power unit for location lighting.
1969,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,"To PANAVISION, INCORPORATED, for the design and development of the Panaspeed Motion Picture Camera Motor."
1969,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,"To ROBERT M. FLYNN and RUSSELL HESSEY of Universal City Studios, Inc. for a machine-gun modification for motion picture photography."
1970,ACTOR,False,Melvyn Douglas
1970,ACTOR,False,James Earl Jones
1970,ACTOR,False,Jack Nicholson
1970,ACTOR,False,Ryan O'Neal
1970,ACTOR,True,George C. Scott
1970,ACTOR IN A SUPPORTING ROLE,False,Richard Castellano
1970,ACTOR IN A SUPPORTING ROLE,False,Chief Dan George
1970,ACTOR IN A SUPPORTING ROLE,False,Gene Hackman
1970,ACTOR IN A SUPPORTING ROLE,False,John Marley
1970,ACTOR IN A SUPPORTING ROLE,True,John Mills
1970,ACTRESS,False,Jane Alexander
1970,ACTRESS,True,Glenda Jackson
1970,ACTRESS,False,Ali MacGraw
1970,ACTRESS,False,Sarah Miles
1970,ACTRESS,False,Carrie Snodgress
1970,ACTRESS IN A SUPPORTING ROLE,False,Karen Black
1970,ACTRESS IN A SUPPORTING ROLE,False,Lee Grant
1970,ACTRESS IN A SUPPORTING ROLE,True,Helen Hayes
1970,ACTRESS IN A SUPPORTING ROLE,False,Sally Kellerman
1970,ACTRESS IN A SUPPORTING ROLE,False,Maureen Stapleton
1970,ART DIRECTION,False,Airport
1970,ART DIRECTION,False,The Molly Maguires
1970,ART DIRECTION,True,Patton
1970,ART DIRECTION,False,Scrooge
1970,ART DIRECTION,False,Tora! Tora! Tora!
1970,CINEMATOGRAPHY,False,Airport
1970,CINEMATOGRAPHY,False,Patton
1970,CINEMATOGRAPHY,True,Ryan's Daughter
1970,CINEMATOGRAPHY,False,Tora! Tora! Tora!
1970,CINEMATOGRAPHY,False,Women in Love
1970,COSTUME DESIGN,False,Airport
1970,COSTUME DESIGN,True,Cromwell
1970,COSTUME DESIGN,False,Darling Lili
1970,COSTUME DESIGN,False,The Hawaiians
1970,COSTUME DESIGN,False,Scrooge
1970,DIRECTING,False,Fellini Satyricon
1970,DIRECTING,False,Love Story
1970,DIRECTING,False,M*A*S*H
1970,DIRECTING,True,Patton
1970,DIRECTING,False,Women in Love
1970,DOCUMENTARY (Feature),False,Chariots of the Gods
1970,DOCUMENTARY (Feature),False,Jack Johnson
1970,DOCUMENTARY (Feature),False,King: A Filmed Record...Montgomery to Memphis
1970,DOCUMENTARY (Feature),False,Say Goodbye
1970,DOCUMENTARY (Feature),True,Woodstock
1970,DOCUMENTARY (Short Subject),False,The Gifts
1970,DOCUMENTARY (Short Subject),True,Interviews with My Lai Veterans
1970,DOCUMENTARY (Short Subject),False,A Long Way from Nowhere
1970,DOCUMENTARY (Short Subject),False,Oisin
1970,DOCUMENTARY (Short Subject),False,Time Is Running Out
1970,FILM EDITING,False,Airport
1970,FILM EDITING,False,M*A*S*H
1970,FILM EDITING,True,Patton
1970,FILM EDITING,False,Tora! Tora! Tora!
1970,FILM EDITING,False,Woodstock
1970,FOREIGN LANGUAGE FILM,False,First Love
1970,FOREIGN LANGUAGE FILM,False,Hoa-Binh
1970,FOREIGN LANGUAGE FILM,True,Investigation of a Citizen above Suspicion
1970,FOREIGN LANGUAGE FILM,False,Paix Sur Les Champs
1970,FOREIGN LANGUAGE FILM,False,Tristana
1970,MUSIC (Original Score),False,Airport
1970,MUSIC (Original Score),False,Cromwell
1970,MUSIC (Original Score),True,Love Story
1970,MUSIC (Original Score),False,Patton
1970,MUSIC (Original Score),False,Sunflower
1970,MUSIC (Original Song Score),False,The Baby Maker
1970,MUSIC (Original Song Score),False,A Boy Named Charlie Brown
1970,MUSIC (Original Song Score),False,Darling Lili
1970,MUSIC (Original Song Score),True,Let It Be
1970,MUSIC (Original Song Score),False,Scrooge
1970,MUSIC (Song--Original for the Picture),True,Lovers and Other Strangers
1970,MUSIC (Song--Original for the Picture),False,Pieces of Dreams
1970,MUSIC (Song--Original for the Picture),False,Scrooge
1970,MUSIC (Song--Original for the Picture),False,Madron
1970,MUSIC (Song--Original for the Picture),False,Darling Lili
1970,BEST PICTURE,False,Airport
1970,BEST PICTURE,False,Five Easy Pieces
1970,BEST PICTURE,False,Love Story
1970,BEST PICTURE,False,M*A*S*H
1970,BEST PICTURE,True,Patton
1970,SHORT SUBJECT (Cartoon),False,The Further Adventures of Uncle Sam: Part Two
1970,SHORT SUBJECT (Cartoon),True,Is It Always Right to Be Right?
1970,SHORT SUBJECT (Cartoon),False,The Shepherd
1970,SHORT SUBJECT (Live Action),True,The Resurrection of Broncho Billy
1970,SHORT SUBJECT (Live Action),False,Shut Up...I'm Crying
1970,SHORT SUBJECT (Live Action),False,Sticky My Fingers...Fleet My Feet
1970,SOUND,False,Airport
1970,SOUND,True,Patton
1970,SOUND,False,Ryan's Daughter
1970,SOUND,False,Tora! Tora! Tora!
1970,SOUND,False,Woodstock
1970,SPECIAL VISUAL EFFECTS,False,Patton
1970,SPECIAL VISUAL EFFECTS,True,Tora! Tora! Tora!
1970,WRITING (Screenplay--based on material from another medium),False,Airport
1970,WRITING (Screenplay--based on material from another medium),False,I Never Sang for My Father
1970,WRITING (Screenplay--based on material from another medium),False,Lovers and Other Strangers
1970,WRITING (Screenplay--based on material from another medium),True,M*A*S*H
1970,WRITING (Screenplay--based on material from another medium),False,Women in Love
1970,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Five Easy Pieces
1970,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Joe
1970,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Love Story
1970,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,My Night at Maud's
1970,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),True,Patton
1970,JEAN HERSHOLT HUMANITARIAN AWARD,True,Frank Sinatra
1970,HONORARY AWARD,True,To Lillian Gish for superlative artistry and for distinguished contribution to the progress of motion pictures.
1970,HONORARY AWARD,True,To Orson Welles for superlative artistry and versatility in the creation of motion pictures.
1970,IRVING G. THALBERG MEMORIAL AWARD,True,Ingmar Bergman
1970,SCIENTIFIC OR TECHNICAL AWARD (Class II),True,To LEONARD SOKOLOW and EDWARD H. REICHARD of Consolidated Film Industries for the concept and engineering of the Color Proofing Printer for motion pictures.
1970,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,To SYLVANIA ELECTRIC PRODUCTS INC. for the development and introduction of a series of compact tungsten halogen lamps for motion picture production.
1970,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,"To B. J. LOSMANDY for the concept, design and application of micro-miniature solid state amplifier modules used in motion picture recording equipment."
1970,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,To EASTMAN KODAK COMPANY and PHOTO ELECTRONICS CORPORATION for the design and engineering of an improved video color analyzer for motion picture laboratories.
1970,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,To ELECTRO SOUND INCORPORATED for the design and introduction of the Series 8000 Sound System for motion picture theatres.
1971,ACTOR,False,Peter Finch
1971,ACTOR,True,Gene Hackman
1971,ACTOR,False,Walter Matthau
1971,ACTOR,False,George C. Scott
1971,ACTOR,False,Topol
1971,ACTOR IN A SUPPORTING ROLE,False,Jeff Bridges
1971,ACTOR IN A SUPPORTING ROLE,False,Leonard Frey
1971,ACTOR IN A SUPPORTING ROLE,False,Richard Jaeckel
1971,ACTOR IN A SUPPORTING ROLE,True,Ben Johnson
1971,ACTOR IN A SUPPORTING ROLE,False,Roy Scheider
1971,ACTRESS,False,Julie Christie
1971,ACTRESS,True,Jane Fonda
1971,ACTRESS,False,Glenda Jackson
1971,ACTRESS,False,Vanessa Redgrave
1971,ACTRESS,False,Janet Suzman
1971,ACTRESS IN A SUPPORTING ROLE,False,Ann-Margret
1971,ACTRESS IN A SUPPORTING ROLE,False,Ellen Burstyn
1971,ACTRESS IN A SUPPORTING ROLE,False,Barbara Harris
1971,ACTRESS IN A SUPPORTING ROLE,True,Cloris Leachman
1971,ACTRESS IN A SUPPORTING ROLE,False,Margaret Leighton
1971,ART DIRECTION,False,The Andromeda Strain
1971,ART DIRECTION,False,Bedknobs and Broomsticks
1971,ART DIRECTION,False,Fiddler on the Roof
1971,ART DIRECTION,False,"Mary, Queen of Scots"
1971,ART DIRECTION,True,Nicholas and Alexandra
1971,CINEMATOGRAPHY,True,Fiddler on the Roof
1971,CINEMATOGRAPHY,False,The French Connection
1971,CINEMATOGRAPHY,False,The Last Picture Show
1971,CINEMATOGRAPHY,False,Nicholas and Alexandra
1971,CINEMATOGRAPHY,False,Summer of '42
1971,COSTUME DESIGN,False,Bedknobs and Broomsticks
1971,COSTUME DESIGN,False,Death in Venice
1971,COSTUME DESIGN,False,"Mary, Queen of Scots"
1971,COSTUME DESIGN,True,Nicholas and Alexandra
1971,COSTUME DESIGN,False,What's the Matter with Helen?
1971,DIRECTING,False,A Clockwork Orange
1971,DIRECTING,False,Fiddler on the Roof
1971,DIRECTING,True,The French Connection
1971,DIRECTING,False,The Last Picture Show
1971,DIRECTING,False,Sunday Bloody Sunday
1971,DOCUMENTARY (Feature),False,Alaska Wilderness Lake
1971,DOCUMENTARY (Feature),True,The Hellstrom Chronicle
1971,DOCUMENTARY (Feature),False,On Any Sunday
1971,DOCUMENTARY (Feature),False,The RA Expeditions
1971,DOCUMENTARY (Feature),False,The Sorrow and the Pity
1971,DOCUMENTARY (Short Subject),False,Adventures in Perception
1971,DOCUMENTARY (Short Subject),False,Art Is...
1971,DOCUMENTARY (Short Subject),False,The Numbers Start with the River
1971,DOCUMENTARY (Short Subject),True,Sentinels of Silence
1971,DOCUMENTARY (Short Subject),False,Somebody Waiting
1971,FILM EDITING,False,The Andromeda Strain
1971,FILM EDITING,False,A Clockwork Orange
1971,FILM EDITING,True,The French Connection
1971,FILM EDITING,False,Kotch
1971,FILM EDITING,False,Summer of '42
1971,FOREIGN LANGUAGE FILM,False,Dodes'ka-Den
1971,FOREIGN LANGUAGE FILM,False,The Emigrants
1971,FOREIGN LANGUAGE FILM,True,The Garden of the Finzi Continis
1971,FOREIGN LANGUAGE FILM,False,The Policeman
1971,FOREIGN LANGUAGE FILM,False,Tchaikovsky
1971,MUSIC (Original Dramatic Score),False,"Mary, Queen of Scots"
1971,MUSIC (Original Dramatic Score),False,Nicholas and Alexandra
1971,MUSIC (Original Dramatic Score),False,Shaft
1971,MUSIC (Original Dramatic Score),False,Straw Dogs
1971,MUSIC (Original Dramatic Score),True,Summer of '42
1971,MUSIC (Scoring: Adaptation and Original Song Score),False,Bedknobs and Broomsticks
1971,MUSIC (Scoring: Adaptation and Original Song Score),False,The Boy Friend
1971,MUSIC (Scoring: Adaptation and Original Song Score),True,Fiddler on the Roof
1971,MUSIC (Scoring: Adaptation and Original Song Score),False,Tchaikovsky
1971,MUSIC (Scoring: Adaptation and Original Song Score),False,Willy Wonka and the Chocolate Factory
1971,MUSIC (Song--Original for the Picture),False,Bedknobs and Broomsticks
1971,MUSIC (Song--Original for the Picture),False,Sometimes a Great Notion
1971,MUSIC (Song--Original for the Picture),False,Bless the Beasts & Children
1971,MUSIC (Song--Original for the Picture),False,Kotch
1971,MUSIC (Song--Original for the Picture),True,Shaft
1971,BEST PICTURE,False,A Clockwork Orange
1971,BEST PICTURE,False,Fiddler on the Roof
1971,BEST PICTURE,True,The French Connection
1971,BEST PICTURE,False,The Last Picture Show
1971,BEST PICTURE,False,Nicholas and Alexandra
1971,SHORT SUBJECT (Animated),True,The Crunch Bird
1971,SHORT SUBJECT (Animated),False,Evolution
1971,SHORT SUBJECT (Animated),False,The Selfish Giant
1971,SHORT SUBJECT (Live Action),False,Good Morning
1971,SHORT SUBJECT (Live Action),False,The Rehearsal
1971,SHORT SUBJECT (Live Action),True,Sentinels of Silence
1971,SOUND,False,Diamonds Are Forever
1971,SOUND,True,Fiddler on the Roof
1971,SOUND,False,The French Connection
1971,SOUND,False,Kotch
1971,SOUND,False,"Mary, Queen of Scots"
1971,SPECIAL VISUAL EFFECTS,True,Bedknobs and Broomsticks
1971,SPECIAL VISUAL EFFECTS,False,When Dinosaurs Ruled the Earth
1971,WRITING (Screenplay--based on material from another medium),False,A Clockwork Orange
1971,WRITING (Screenplay--based on material from another medium),False,The Conformist
1971,WRITING (Screenplay--based on material from another medium),True,The French Connection
1971,WRITING (Screenplay--based on material from another medium),False,The Garden of the Finzi Continis
1971,WRITING (Screenplay--based on material from another medium),False,The Last Picture Show
1971,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),True,The Hospital
1971,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Investigation of a Citizen above Suspicion
1971,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Klute
1971,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Summer of '42
1971,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Sunday Bloody Sunday
1971,HONORARY AWARD,True,To Charles Chaplin for the incalculable effect he has had in making motion pictures the art form of this century.
1971,SCIENTIFIC OR TECHNICAL AWARD (Class II),True,To JOHN N. WILKINSON of Optical Radiation Corporation for the development and engineering of a system of xenon arc lamphouses for motion picture projection.
1971,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,"To THOMAS JEFFERSON HUTCHINSON, JAMES R. ROCHESTER and FENTON HAMILTON for the development and introduction of the Sunbrute system of xenon arc lamps for location lighting in motion picture production."
1971,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,"To PHOTO RESEARCH, A DIVISION OF KOLLMORGEN CORPORATION, for the development and introduction of the film-lens balanced Three Color Meter."
1971,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,To ROBERT D. AUGUSTE and CINEMA PRODUCTS COMPANY for the development and introduction of a new crystal controlled lightweight motor for the 35mm motion picture Arriflex camera.
1971,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,"To PRODUCERS SERVICE CORPORATION and CONSOLIDATED FILM INDUSTRIES; and to CINEMA RESEARCH CORPORATION and RESEARCH PRODUCTS, INC. for the engineering and implementation of fully automated blow-up motion picture printing systems."
1971,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,To CINEMA PRODUCTS COMPANY for a control motor to actuate zoom lenses on motion picture cameras.
1972,ACTOR,True,Marlon Brando
1972,ACTOR,False,Michael Caine
1972,ACTOR,False,Laurence Olivier
1972,ACTOR,False,Peter O'Toole
1972,ACTOR,False,Paul Winfield
1972,ACTOR IN A SUPPORTING ROLE,False,Eddie Albert
1972,ACTOR IN A SUPPORTING ROLE,False,James Caan
1972,ACTOR IN A SUPPORTING ROLE,False,Robert Duvall
1972,ACTOR IN A SUPPORTING ROLE,True,Joel Grey
1972,ACTOR IN A SUPPORTING ROLE,False,Al Pacino
1972,ACTRESS,True,Liza Minnelli
1972,ACTRESS,False,Diana Ross
1972,ACTRESS,False,Maggie Smith
1972,ACTRESS,False,Cicely Tyson
1972,ACTRESS,False,Liv Ullmann
1972,ACTRESS IN A SUPPORTING ROLE,False,Jeannie Berlin
1972,ACTRESS IN A SUPPORTING ROLE,True,Eileen Heckart
1972,ACTRESS IN A SUPPORTING ROLE,False,Geraldine Page
1972,ACTRESS IN A SUPPORTING ROLE,False,Susan Tyrrell
1972,ACTRESS IN A SUPPORTING ROLE,False,Shelley Winters
1972,ART DIRECTION,True,Cabaret
1972,ART DIRECTION,False,Lady Sings the Blues
1972,ART DIRECTION,False,The Poseidon Adventure
1972,ART DIRECTION,False,Travels with My Aunt
1972,ART DIRECTION,False,Young Winston
1972,CINEMATOGRAPHY,False,Butterflies Are Free
1972,CINEMATOGRAPHY,True,Cabaret
1972,CINEMATOGRAPHY,False,The Poseidon Adventure
1972,CINEMATOGRAPHY,False,1776
1972,CINEMATOGRAPHY,False,Travels with My Aunt
1972,COSTUME DESIGN,False,The Godfather
1972,COSTUME DESIGN,False,Lady Sings the Blues
1972,COSTUME DESIGN,False,The Poseidon Adventure
1972,COSTUME DESIGN,True,Travels with My Aunt
1972,COSTUME DESIGN,False,Young Winston
1972,DIRECTING,True,Cabaret
1972,DIRECTING,False,Deliverance
1972,DIRECTING,False,The Emigrants
1972,DIRECTING,False,The Godfather
1972,DIRECTING,False,Sleuth
1972,DOCUMENTARY (Feature),False,Ape and Super-Ape
1972,DOCUMENTARY (Feature),False,Malcolm X
1972,DOCUMENTARY (Feature),False,Manson
1972,DOCUMENTARY (Feature),True,Marjoe
1972,DOCUMENTARY (Feature),False,The Silent Revolution
1972,DOCUMENTARY (Short Subject),False,Hundertwasser's Rainy Day
1972,DOCUMENTARY (Short Subject),False,K-Z
1972,DOCUMENTARY (Short Subject),False,Selling Out
1972,DOCUMENTARY (Short Subject),True,This Tiny World
1972,DOCUMENTARY (Short Subject),False,The Tide of Traffic
1972,FILM EDITING,True,Cabaret
1972,FILM EDITING,False,Deliverance
1972,FILM EDITING,False,The Godfather
1972,FILM EDITING,False,The Hot Rock
1972,FILM EDITING,False,The Poseidon Adventure
1972,FOREIGN LANGUAGE FILM,False,The Dawns Here Are Quiet
1972,FOREIGN LANGUAGE FILM,True,The Discreet Charm of the Bourgeoisie
1972,FOREIGN LANGUAGE FILM,False,I Love You Rosa
1972,FOREIGN LANGUAGE FILM,False,My Dearest Señorita
1972,FOREIGN LANGUAGE FILM,False,The New Land
1972,MUSIC (Original Dramatic Score),False,The Godfather
1972,MUSIC (Original Dramatic Score),False,images
1972,MUSIC (Original Dramatic Score),True,Limelight
1972,MUSIC (Original Dramatic Score),False,Napoleon and Samantha
1972,MUSIC (Original Dramatic Score),False,The Poseidon Adventure
1972,MUSIC (Original Dramatic Score),False,Sleuth
1972,MUSIC (Scoring: Adaptation and Original Song Score),True,Cabaret
1972,MUSIC (Scoring: Adaptation and Original Song Score),False,Lady Sings the Blues
1972,MUSIC (Scoring: Adaptation and Original Song Score),False,Man of La Mancha
1972,MUSIC (Song--Original for the Picture),False,Ben
1972,MUSIC (Song--Original for the Picture),False,The Little Ark
1972,MUSIC (Song--Original for the Picture),False,The Life and Times of Judge Roy Bean
1972,MUSIC (Song--Original for the Picture),True,The Poseidon Adventure
1972,MUSIC (Song--Original for the Picture),False,The Stepmother
1972,BEST PICTURE,False,Cabaret
1972,BEST PICTURE,False,Deliverance
1972,BEST PICTURE,False,The Emigrants
1972,BEST PICTURE,True,The Godfather
1972,BEST PICTURE,False,Sounder
1972,SHORT SUBJECT (Animated),True,A Christmas Carol
1972,SHORT SUBJECT (Animated),False,Kama Sutra Rides Again
1972,SHORT SUBJECT (Animated),False,Tup Tup
1972,SHORT SUBJECT (Live Action),False,Frog Story
1972,SHORT SUBJECT (Live Action),True,Norman Rockwell's World...An American Dream
1972,SHORT SUBJECT (Live Action),False,Solo
1972,SOUND,False,Butterflies Are Free
1972,SOUND,True,Cabaret
1972,SOUND,False,The Candidate
1972,SOUND,False,The Godfather
1972,SOUND,False,The Poseidon Adventure
1972,WRITING (Screenplay--based on material from another medium),False,Cabaret
1972,WRITING (Screenplay--based on material from another medium),False,The Emigrants
1972,WRITING (Screenplay--based on material from another medium),True,The Godfather
1972,WRITING (Screenplay--based on material from another medium),False,Pete 'n' Tillie
1972,WRITING (Screenplay--based on material from another medium),False,Sounder
1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),True,The Candidate
1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,The Discreet Charm of the Bourgeoisie
1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Lady Sings the Blues
1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Murmur of the Heart
1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Young Winston
1972,SPECIAL ACHIEVEMENT AWARD (Visual Effects),True,The Poseidon Adventure
1972,JEAN HERSHOLT HUMANITARIAN AWARD,True,Rosalind Russell
1972,HONORARY AWARD,True,"To Charles S. Boren, Leader for 38 years of the industry's enlightened labor relations and architect of its policy of non-discrimination.  With the respect and affection of all who work in films."
1972,HONORARY AWARD,True,"To Edward G. Robinson who achieved greatness as a player, a patron of the arts and a dedicated citizen...in sum, a Renaissance man.  From his friends in the industry he loves."
1972,SCIENTIFIC OR TECHNICAL AWARD (Class II),True,To JOSEPH E. BLUTH for research and development in the field of electronic photography and transfer of video tape to motion picture film.
1972,SCIENTIFIC OR TECHNICAL AWARD (Class II),True,"To EDWARD H. REICHARD and HOWARD T. LA ZARE of Consolidated Film Industries, and EDWARD EFRON of IBM for the engineering of a computerized light valve monitoring system for motion picture printing."
1972,SCIENTIFIC OR TECHNICAL AWARD (Class II),True,"To PANAVISION, INCORPORATED, for the development and engineering of the Panaflex motion picture camera."
1972,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,"To PHOTO RESEARCH, A DIVISION OF KOLLMORGEN CORPORATION, and PSC TECHNOLOGY INC., ACME PRODUCTS DIVISION, for the Spectra Film Gate Photometer for motion picture printers."
1972,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,"To CARTER EQUIPMENT COMPANY, INC. and RAMTRONICS for the RAMtronics light-valve photometer for motion picture printers."
1972,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,"To DAVID DEGENKOLB, HARRY LARSON, MANFRED MICHELSON and FRED SCOBEY of DeLuxe General Incorporated for the development of a computerized motion picture printer and process control system."
1972,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,"To JIRO MUKAI and RYUSHO HIROSE of Canon, Inc., and WILTON R. HOLM of the AMPTP Motion Picture and Television Research Center for development of the Canon Macro Zoom Lens for motion picture photography."
1972,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,"To PHILIP V. PALMQUIST and LEONARD L. OLSON of the 3M Company, and FRANK P. CLARK of the AMPTP Motion Picture and Television Research Center for development of the Nextel simulated blood for motion picture color photography."
1972,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,"To E. H. GEISSLER and G. M. BERGGREN of Wil-Kin Inc., for engineering of the Ultra-Vision Motion Picture Theater Projection System."
1973,ACTOR,False,Marlon Brando
1973,ACTOR,True,Jack Lemmon
1973,ACTOR,False,Jack Nicholson
1973,ACTOR,False,Al Pacino
1973,ACTOR,False,Robert Redford
1973,ACTOR IN A SUPPORTING ROLE,False,Vincent Gardenia
1973,ACTOR IN A SUPPORTING ROLE,False,Jack Gilford
1973,ACTOR IN A SUPPORTING ROLE,True,John Houseman
1973,ACTOR IN A SUPPORTING ROLE,False,Jason Miller
1973,ACTOR IN A SUPPORTING ROLE,False,Randy Quaid
1973,ACTRESS,False,Ellen Burstyn
1973,ACTRESS,True,Glenda Jackson
1973,ACTRESS,False,Marsha Mason
1973,ACTRESS,False,Barbra Streisand
1973,ACTRESS,False,Joanne Woodward
1973,ACTRESS IN A SUPPORTING ROLE,False,Linda Blair
1973,ACTRESS IN A SUPPORTING ROLE,False,Candy Clark
1973,ACTRESS IN A SUPPORTING ROLE,False,Madeline Kahn
1973,ACTRESS IN A SUPPORTING ROLE,True,Tatum O'Neal
1973,ACTRESS IN A SUPPORTING ROLE,False,Sylvia Sidney
1973,ART DIRECTION,False,Brother Sun Sister Moon
1973,ART DIRECTION,False,The Exorcist
1973,ART DIRECTION,True,The Sting
1973,ART DIRECTION,False,Tom Sawyer
1973,ART DIRECTION,False,The Way We Were
1973,CINEMATOGRAPHY,True,Cries and Whispers
1973,CINEMATOGRAPHY,False,The Exorcist
1973,CINEMATOGRAPHY,False,Jonathan Livingston Seagull
1973,CINEMATOGRAPHY,False,The Sting
1973,CINEMATOGRAPHY,False,The Way We Were
1973,COSTUME DESIGN,False,Cries and Whispers
1973,COSTUME DESIGN,False,Ludwig
1973,COSTUME DESIGN,True,The Sting
1973,COSTUME DESIGN,False,Tom Sawyer
1973,COSTUME DESIGN,False,The Way We Were
1973,DIRECTING,False,American Graffiti
1973,DIRECTING,False,Cries and Whispers
1973,DIRECTING,False,The Exorcist
1973,DIRECTING,False,Last Tango in Paris
1973,DIRECTING,True,The Sting
1973,DOCUMENTARY (Feature),False,Always a New Beginning
1973,DOCUMENTARY (Feature),False,Battle of Berlin
1973,DOCUMENTARY (Feature),True,The Great American Cowboy
1973,DOCUMENTARY (Feature),False,Journey to the Outer Limits
1973,DOCUMENTARY (Feature),False,Walls of Fire
1973,DOCUMENTARY (Short Subject),False,Background
1973,DOCUMENTARY (Short Subject),False,Children at Work (Paisti Ag Obair)
1973,DOCUMENTARY (Short Subject),False,Christo's Valley Curtain
1973,DOCUMENTARY (Short Subject),False,Four Stones for Kanemitsu
1973,DOCUMENTARY (Short Subject),True,Princeton: A Search for Answers
1973,FILM EDITING,False,American Graffiti
